InvoiceNo,InvoiceDate,FwdInvoiceRefNo,StockReceiptDate,UOM,QtyCases,QtyUnits,Rate,Amount,TaxableAmount
804,02-10-2022,,02-10-2022,9,30,0,238.57,7157.14,7157.14
805,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
806,02-10-2022,,02-10-2022,9,40,0,502.86,20114.29,20114.29
807,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
808,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
809,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
810,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
811,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
812,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
813,02-10-2022,,02-10-2022,30,200,0,343.75,68750,68750
814,02-10-2022,,02-10-2022,30,200,0,316.96,63392.86,63392.86
815,02-10-2022,,02-10-2022,30,120,0,325.89,39107.14,39107.14
816,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
817,02-10-2022,,02-10-2022,30,95,0,325.89,30959.82,30959.82
818,02-10-2022,,02-10-2022,30,5,0,325.89,1629.46,1629.46
819,02-10-2022,,02-10-2022,30,150,0,325.89,48883.93,48883.93
820,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
821,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
822,02-10-2022,,02-10-2022,24,150,0,157.86,23678.57,23678.57
823,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
824,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
825,02-10-2022,,02-10-2022,24,100,0,165,16500,16500
826,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
827,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
828,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
829,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
830,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
831,02-10-2022,,02-10-2022,30,165,0,351.43,57985.71,57985.71
832,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
833,02-10-2022,,02-10-2022,24,170,0,164.41,27949.15,27949.15
834,02-10-2022,,02-10-2022,24,200,0,273.57,54714.29,54714.29
835,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
836,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
837,02-10-2022,,02-10-2022,24,50,0,276.43,13821.43,13821.43
838,02-10-2022,,02-10-2022,24,300,0,147.46,44237.29,44237.29
839,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
840,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
841,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
842,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
843,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
844,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
845,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
846,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
847,02-10-2022,,02-10-2022,30,900,0,365.71,329142.86,329142.86
848,02-10-2022,,02-10-2022,30,1070,0,351.43,376028.57,376028.57
849,02-10-2022,,02-10-2022,30,800,0,351.43,281142.86,281142.86
850,02-10-2022,,02-10-2022,15,10,0,461.43,4614.29,4614.29
851,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
852,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
853,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
854,02-10-2022,,02-10-2022,24,150,0,129.29,19392.86,19392.86
855,02-10-2022,,02-10-2022,30,486,0,351.43,170794.29,170794.29
856,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
857,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
858,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
859,02-10-2022,,02-10-2022,30,584,0,351.43,205234.29,205234.29
860,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
861,02-10-2022,,02-10-2022,24,110,0,136.43,15007.14,15007.14
862,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
863,02-10-2022,,02-10-2022,12,1,0,946.43,946.43,946.43
864,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
865,02-10-2022,,02-10-2022,12,5,0,946.43,4732.14,4732.14
866,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
867,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
868,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
869,02-10-2022,,02-10-2022,30,75,0,0.71,53.57,53.57
870,02-10-2022,,02-10-2022,30,50,0,207.14,10357.14,10357.14
