InvoiceNo,InvoiceDate,FwdInvoiceRefNo,StockReceiptDate,UOM,QtyCases,QtyUnits,Rate,Amount,TaxableAmount
3710,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
3711,02-10-2022,,02-10-2022,30,165,0,351.43,57985.71,57985.71
3712,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
3713,02-10-2022,,02-10-2022,24,170,0,164.41,27949.15,27949.15
3714,02-10-2022,,02-10-2022,24,200,0,273.57,54714.29,54714.29
3715,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
3716,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3717,02-10-2022,,02-10-2022,24,50,0,276.43,13821.43,13821.43
3718,02-10-2022,,02-10-2022,24,300,0,147.46,44237.29,44237.29
3719,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3720,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3721,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
3722,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
3723,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
3724,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
3725,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
3726,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
3727,02-10-2022,,02-10-2022,30,900,0,365.71,329142.86,329142.86
3728,02-10-2022,,02-10-2022,30,1070,0,351.43,376028.57,376028.57
3729,02-10-2022,,02-10-2022,30,800,0,351.43,281142.86,281142.86
3730,02-10-2022,,02-10-2022,15,10,0,461.43,4614.29,4614.29
3731,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
3732,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
3733,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
3734,02-10-2022,,02-10-2022,24,150,0,129.29,19392.86,19392.86
3735,02-10-2022,,02-10-2022,30,486,0,351.43,170794.29,170794.29
3736,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3737,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3738,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3739,02-10-2022,,02-10-2022,30,584,0,351.43,205234.29,205234.29
3740,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
3741,02-10-2022,,02-10-2022,24,110,0,136.43,15007.14,15007.14
3742,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3743,02-10-2022,,02-10-2022,12,1,0,946.43,946.43,946.43
3744,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
3745,02-10-2022,,02-10-2022,12,5,0,946.43,4732.14,4732.14
3746,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
3747,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
3748,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
3749,02-10-2022,,02-10-2022,30,75,0,0.71,53.57,53.57
3750,02-10-2022,,02-10-2022,30,50,0,207.14,10357.14,10357.14
3751,02-10-2022,,02-10-2022,30,118,0,355,41890,41890
3752,02-10-2022,,02-10-2022,40,110,0,291.07,32017.86,32017.86
3753,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
3754,02-10-2022,,02-10-2022,40,100,0,264.29,26428.57,26428.57
3755,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
3756,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
3757,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
3758,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
3759,02-10-2022,,02-10-2022,12,710,0,130.51,92661.02,92661.02
3760,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
3761,02-10-2022,,02-10-2022,12,492,6,113.56,55928.75,55928.75
3762,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
3763,02-10-2022,,02-10-2022,12,700,0,113.56,79491.53,79491.53
3764,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
3765,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
3766,02-10-2022,,02-10-2022,12,157,6,113.56,17884.8,17884.8
3767,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
3768,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
3769,02-10-2022,,02-10-2022,12,540,0,113.56,61322.03,61322.03
3770,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
3771,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
3772,02-10-2022,,02-10-2022,30,100,0,446.43,44642.86,44642.86
3773,02-10-2022,,02-10-2022,24,150,0,289.29,43392.86,43392.86
3774,02-10-2022,,02-10-2022,30,53,0,428.57,22714.29,22714.29
3775,02-10-2022,,02-10-2022,24,40,0,275,11000,11000
3776,02-10-2022,,02-10-2022,24,100,0,267.86,26785.71,26785.71
3777,02-10-2022,,02-10-2022,30,147,0,428.57,63000,63000
3778,02-10-2022,,02-10-2022,24,80,0,275,22000,22000
3779,02-10-2022,,02-10-2022,30,140,0,428.57,60000,60000
3780,02-10-2022,,02-10-2022,24,170,0,255.08,43364.41,43364.41
3781,02-10-2022,,02-10-2022,30,5,0,348.21,1741.07,1741.07
3782,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
3783,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
3784,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
3785,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
3786,02-10-2022,,02-10-2022,30,300,0,351.43,105428.57,105428.57
3787,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
3788,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
3789,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
3790,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3791,02-10-2022,,02-10-2022,24,130,0,129.29,16807.14,16807.14
3792,02-10-2022,,02-10-2022,30,20,0,330.36,6607.14,6607.14
3793,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3794,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3795,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3796,02-10-2022,,02-10-2022,24,120,0,136.43,16371.43,16371.43
3797,02-10-2022,,02-10-2022,12,5,0,930.36,4651.79,4651.79
3798,02-10-2022,,02-10-2022,30,20,0,365.71,7314.29,7314.29
3799,02-10-2022,,02-10-2022,30,190,0,365.71,69485.71,69485.71
3800,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
3801,02-10-2022,,02-10-2022,30,280,0,351.43,98400,98400
3802,02-10-2022,,02-10-2022,30,5,0,370.54,1852.68,1852.68
3803,02-10-2022,,02-10-2022,30,20,0,370.54,7410.71,7410.71
3804,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
3805,02-10-2022,,02-10-2022,12,7,0,765.18,5356.25,5356.25
3806,02-10-2022,,02-10-2022,24,110,0,148.31,16313.56,16313.56
3807,02-10-2022,,02-10-2022,24,60,0,148.31,8898.31,8898.31
3808,02-10-2022,,02-10-2022,24,230,0,148.31,34110.17,34110.17
3809,02-10-2022,,02-10-2022,24,200,0,148.31,29661.02,29661.02
3810,02-10-2022,,02-10-2022,24,250,0,148.31,37076.27,37076.27
3811,02-10-2022,,02-10-2022,24,72,0,148.31,10677.97,10677.97
3812,02-10-2022,,02-10-2022,30,17,0,370.54,6299.11,6299.11
3813,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
3814,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
3815,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
3816,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
3817,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
3818,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
3819,02-10-2022,,02-10-2022,30,105,0,351.43,36900,36900
3820,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
3821,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
3822,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
3823,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
3824,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
3825,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
3826,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
3827,02-10-2022,,02-10-2022,30,15,0,370.54,5558.04,5558.04
3828,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
3829,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
3830,02-10-2022,,02-10-2022,12,740,0,105.08,77762.71,77762.71
3831,02-10-2022,,02-10-2022,12,680,0,105.08,71457.63,71457.63
3832,02-10-2022,,02-10-2022,12,680,0,105.93,72033.9,72033.9
3833,02-10-2022,,02-10-2022,24,5,0,691.43,3457.14,3457.14
3834,02-10-2022,,02-10-2022,30,105,0,428.57,45000,45000
3835,02-10-2022,,02-10-2022,24,50,0,275,13750,13750
3836,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
3837,02-10-2022,,02-10-2022,30,98,0,428.57,42000,42000
3838,02-10-2022,,02-10-2022,24,360,0,255.08,91830.51,91830.51
3839,02-10-2022,,02-10-2022,9,30,0,513.21,15396.43,15396.43
3840,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
3841,02-10-2022,,02-10-2022,24,40,0,287.86,11514.29,11514.29
3842,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3843,02-10-2022,,02-10-2022,24,200,0,287.86,57571.43,57571.43
3844,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3845,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3846,02-10-2022,,02-10-2022,24,150,0,273.57,41035.71,41035.71
3847,02-10-2022,,02-10-2022,24,110,0,273.57,30092.86,30092.86
3848,02-10-2022,,02-10-2022,24,40,0,561.07,22442.86,22442.86
3849,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
3850,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
3851,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
3852,02-10-2022,,02-10-2022,12,3,0,866.07,2598.21,2598.21
3853,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
3854,02-10-2022,,02-10-2022,30,2,0,468.75,937.5,937.5
3855,02-10-2022,,02-10-2022,30,102,0,148.31,15127.12,15127.12
3856,02-10-2022,,02-10-2022,30,20,0,468.75,9375,9375
3857,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
3858,02-10-2022,,02-10-2022,30,20,0,450.89,9017.86,9017.86
3859,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
3860,02-10-2022,,02-10-2022,30,100,0,131.36,13135.59,13135.59
3861,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
3862,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
3863,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3864,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
3865,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3866,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3867,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3868,02-10-2022,,02-10-2022,12,5,0,779.46,3897.32,3897.32
3869,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
3870,02-10-2022,,02-10-2022,24,50,0,701.34,35066.96,35066.96
3871,02-10-2022,,02-10-2022,24,40,0,683.48,27339.29,27339.29
3872,02-10-2022,,02-10-2022,12,20,0,662.5,13250,13250
3873,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
3874,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
3875,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
3876,02-10-2022,,02-10-2022,9,30,0,238.57,7157.14,7157.14
3877,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
3878,02-10-2022,,02-10-2022,9,40,0,502.86,20114.29,20114.29
3879,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
3880,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
3881,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3882,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3883,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3884,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3885,02-10-2022,,02-10-2022,30,200,0,343.75,68750,68750
3886,02-10-2022,,02-10-2022,30,200,0,316.96,63392.86,63392.86
3887,02-10-2022,,02-10-2022,30,120,0,325.89,39107.14,39107.14
3888,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
3889,02-10-2022,,02-10-2022,30,95,0,325.89,30959.82,30959.82
3890,02-10-2022,,02-10-2022,30,5,0,325.89,1629.46,1629.46
3891,02-10-2022,,02-10-2022,30,150,0,325.89,48883.93,48883.93
3892,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
3893,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
3894,02-10-2022,,02-10-2022,24,150,0,157.86,23678.57,23678.57
3895,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
3896,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
3897,02-10-2022,,02-10-2022,24,100,0,165,16500,16500
3898,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
3899,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
3900,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
3901,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
3902,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
3903,02-10-2022,,02-10-2022,30,165,0,351.43,57985.71,57985.71
3904,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
3905,02-10-2022,,02-10-2022,24,170,0,164.41,27949.15,27949.15
3906,02-10-2022,,02-10-2022,24,200,0,273.57,54714.29,54714.29
3907,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
3908,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3909,02-10-2022,,02-10-2022,24,50,0,276.43,13821.43,13821.43
3910,02-10-2022,,02-10-2022,24,300,0,147.46,44237.29,44237.29
3911,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3912,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
3913,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
3914,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
3915,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
3916,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
3917,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
3918,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
3919,02-10-2022,,02-10-2022,30,900,0,365.71,329142.86,329142.86
3920,02-10-2022,,02-10-2022,30,1070,0,351.43,376028.57,376028.57
3921,02-10-2022,,02-10-2022,30,800,0,351.43,281142.86,281142.86
3922,02-10-2022,,02-10-2022,15,10,0,461.43,4614.29,4614.29
3923,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
3924,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
3925,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
3926,02-10-2022,,02-10-2022,24,150,0,129.29,19392.86,19392.86
3927,02-10-2022,,02-10-2022,30,486,0,351.43,170794.29,170794.29
3928,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3929,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3930,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3931,02-10-2022,,02-10-2022,30,584,0,351.43,205234.29,205234.29
3932,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
3933,02-10-2022,,02-10-2022,24,110,0,136.43,15007.14,15007.14
3934,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3935,02-10-2022,,02-10-2022,12,1,0,946.43,946.43,946.43
3936,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
3937,02-10-2022,,02-10-2022,12,5,0,946.43,4732.14,4732.14
3938,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
3939,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
3940,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
3941,02-10-2022,,02-10-2022,30,75,0,0.71,53.57,53.57
3942,02-10-2022,,02-10-2022,30,50,0,207.14,10357.14,10357.14
3943,02-10-2022,,02-10-2022,30,118,0,355,41890,41890
3944,02-10-2022,,02-10-2022,40,110,0,291.07,32017.86,32017.86
3945,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
3946,02-10-2022,,02-10-2022,40,100,0,264.29,26428.57,26428.57
3947,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
3948,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
3949,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
3950,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
3951,02-10-2022,,02-10-2022,12,710,0,130.51,92661.02,92661.02
3952,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
3953,02-10-2022,,02-10-2022,12,492,6,113.56,55928.75,55928.75
3954,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
3955,02-10-2022,,02-10-2022,12,700,0,113.56,79491.53,79491.53
3956,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
3957,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
3958,02-10-2022,,02-10-2022,12,157,6,113.56,17884.8,17884.8
3959,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
3960,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
3961,02-10-2022,,02-10-2022,12,540,0,113.56,61322.03,61322.03
3962,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
3963,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
3964,02-10-2022,,02-10-2022,30,100,0,446.43,44642.86,44642.86
3965,02-10-2022,,02-10-2022,24,150,0,289.29,43392.86,43392.86
3966,02-10-2022,,02-10-2022,30,53,0,428.57,22714.29,22714.29
3967,02-10-2022,,02-10-2022,24,40,0,275,11000,11000
3968,02-10-2022,,02-10-2022,24,100,0,267.86,26785.71,26785.71
3969,02-10-2022,,02-10-2022,30,147,0,428.57,63000,63000
3970,02-10-2022,,02-10-2022,24,80,0,275,22000,22000
3971,02-10-2022,,02-10-2022,30,140,0,428.57,60000,60000
3972,02-10-2022,,02-10-2022,24,170,0,255.08,43364.41,43364.41
3973,02-10-2022,,02-10-2022,30,5,0,348.21,1741.07,1741.07
3974,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
3975,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
3976,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
3977,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
3978,02-10-2022,,02-10-2022,30,300,0,351.43,105428.57,105428.57
3979,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
3980,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
3981,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
3982,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3983,02-10-2022,,02-10-2022,24,130,0,129.29,16807.14,16807.14
3984,02-10-2022,,02-10-2022,30,20,0,330.36,6607.14,6607.14
3985,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3986,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
3987,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
3988,02-10-2022,,02-10-2022,24,120,0,136.43,16371.43,16371.43
3989,02-10-2022,,02-10-2022,12,5,0,930.36,4651.79,4651.79
3990,02-10-2022,,02-10-2022,30,20,0,365.71,7314.29,7314.29
3991,02-10-2022,,02-10-2022,30,190,0,365.71,69485.71,69485.71
3992,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
3993,02-10-2022,,02-10-2022,30,280,0,351.43,98400,98400
3994,02-10-2022,,02-10-2022,30,5,0,370.54,1852.68,1852.68
3995,02-10-2022,,02-10-2022,30,20,0,370.54,7410.71,7410.71
3996,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
3997,02-10-2022,,02-10-2022,12,7,0,765.18,5356.25,5356.25
3998,02-10-2022,,02-10-2022,24,110,0,148.31,16313.56,16313.56
3999,02-10-2022,,02-10-2022,24,60,0,148.31,8898.31,8898.31
4000,02-10-2022,,02-10-2022,24,230,0,148.31,34110.17,34110.17
4001,02-10-2022,,02-10-2022,24,200,0,148.31,29661.02,29661.02
4002,02-10-2022,,02-10-2022,24,250,0,148.31,37076.27,37076.27
4003,02-10-2022,,02-10-2022,24,72,0,148.31,10677.97,10677.97
4004,02-10-2022,,02-10-2022,30,17,0,370.54,6299.11,6299.11
4005,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
4006,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
4007,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
4008,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
4009,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
4010,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
4011,02-10-2022,,02-10-2022,30,105,0,351.43,36900,36900
4012,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
4013,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
4014,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
4015,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
4016,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
4017,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
4018,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
4019,02-10-2022,,02-10-2022,30,15,0,370.54,5558.04,5558.04
4020,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
4021,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
4022,02-10-2022,,02-10-2022,12,740,0,105.08,77762.71,77762.71
4023,02-10-2022,,02-10-2022,12,680,0,105.08,71457.63,71457.63
4024,02-10-2022,,02-10-2022,12,680,0,105.93,72033.9,72033.9
4025,02-10-2022,,02-10-2022,24,5,0,691.43,3457.14,3457.14
4026,02-10-2022,,02-10-2022,30,105,0,428.57,45000,45000
4027,02-10-2022,,02-10-2022,24,50,0,275,13750,13750
4028,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
4029,02-10-2022,,02-10-2022,30,98,0,428.57,42000,42000
4030,02-10-2022,,02-10-2022,24,360,0,255.08,91830.51,91830.51
4031,02-10-2022,,02-10-2022,9,30,0,513.21,15396.43,15396.43
4032,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
4033,02-10-2022,,02-10-2022,24,40,0,287.86,11514.29,11514.29
4034,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
4035,02-10-2022,,02-10-2022,24,200,0,287.86,57571.43,57571.43
4036,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
4037,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
4038,02-10-2022,,02-10-2022,24,150,0,273.57,41035.71,41035.71
4039,02-10-2022,,02-10-2022,24,110,0,273.57,30092.86,30092.86
4040,02-10-2022,,02-10-2022,24,40,0,561.07,22442.86,22442.86
4041,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
4042,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
4043,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
4044,02-10-2022,,02-10-2022,12,3,0,866.07,2598.21,2598.21
4045,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
4046,02-10-2022,,02-10-2022,30,2,0,468.75,937.5,937.5
4047,02-10-2022,,02-10-2022,30,102,0,148.31,15127.12,15127.12
4048,02-10-2022,,02-10-2022,30,20,0,468.75,9375,9375
4049,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
4050,02-10-2022,,02-10-2022,30,20,0,450.89,9017.86,9017.86
4051,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
4052,02-10-2022,,02-10-2022,30,100,0,131.36,13135.59,13135.59
4053,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
4054,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
4055,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
4056,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
4057,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
4058,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
4059,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
4060,02-10-2022,,02-10-2022,12,5,0,779.46,3897.32,3897.32
4061,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
4062,02-10-2022,,02-10-2022,24,50,0,701.34,35066.96,35066.96
4063,02-10-2022,,02-10-2022,24,40,0,683.48,27339.29,27339.29
4064,02-10-2022,,02-10-2022,12,20,0,662.5,13250,13250
4065,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
4066,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
4067,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
4068,02-10-2022,,02-10-2022,9,30,0,238.57,7157.14,7157.14
4069,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
4070,02-10-2022,,02-10-2022,9,40,0,502.86,20114.29,20114.29
4071,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
4072,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
4073,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
4074,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
4075,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
4076,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
4077,02-10-2022,,02-10-2022,30,200,0,343.75,68750,68750
4078,02-10-2022,,02-10-2022,30,200,0,316.96,63392.86,63392.86
4079,02-10-2022,,02-10-2022,30,120,0,325.89,39107.14,39107.14
